State_Abbr,County_Name,QMB_Only,QMB_plus_Full,SLMB_only,SLMB_plus_Full,QDWI,QI,Other_full,Public_Total,Date,FIPS
AL,RUSSELL,751,705,472,39,0,259,210,2436,2016-03-01,01113
AL,RUSSELL,767,698,471,38,0,255,182,2411,2015-12-01,01113
AL,RUSSELL,756,699,472,38,0,264,202,2431,2015-09-01,01113
AL,RUSSELL,770,695,470,37,0,264,208,2444,2015-06-01,01113
AL,RUSSELL,763,703,465,43,0,256,198,2428,2015-03-01,01113
AL,St. Clair,1029,825,597,45,0,373,183,3052,2018-12-01,01115
AL,St. Clair,1038,831,590,43,0,374,177,3053,2018-09-01,01115
AL,St. Clair,1048,834,593,44,0,376,178,3073,2018-06-01,01115
AL,St. Clair,1046,845,592,44,0,374,158,3059,2018-03-01,01115
AL,St. Clair,1049,834,581,40,0,384,155,3043,2017-12-01,01115
AL,St. Clair,1016,834,592,42,0,379,170,3033,2017-09-01,01115
AL,St. Clair,1004,832,590,41,0,377,163,3007,2017-06-01,01115
AL,St. Clair,1012,839,599,43,0,378,154,3025,2017-03-01,01115
AL,ST. CLAIR,913,736,541,35,0,330,143,2698,2016-12-01,01115
AL,ST. CLAIR,913,750,541,37,0,335,144,2720,2016-09-01,01115
AL,ST. CLAIR,909,749,548,37,0,338,143,2724,2016-06-01,01115
AL,ST. CLAIR,907,748,546,43,0,339,137,2720,2016-03-01,01115
AL,ST. CLAIR,916,722,552,40,0,330,119,2679,2015-12-01,01115
AL,ST. CLAIR,916,727,547,37,0,319,116,2662,2015-09-01,01115
AL,ST. CLAIR,915,736,537,39,0,326,112,2665,2015-06-01,01115
AL,ST. CLAIR,908,733,551,38,0,327,115,2672,2015-03-01,01115
AL,Shelby,1046,927,636,63,0,376,335,3383,2018-12-01,01117
AL,Shelby,1063,921,633,62,0,384,330,3393,2018-09-01,01117
AL,Shelby,1071,934,641,66,0,385,327,3424,2018-06-01,01117
AL,Shelby,1062,955,638,76,0,393,286,3410,2018-03-01,01117
AL,Shelby,1056,910,619,75,0,380,297,3337,2017-12-01,01117
AL,Shelby,1031,900,637,70,0,371,307,3316,2017-09-01,01117
AL,Shelby,1013,910,620,74,0,369,299,3285,2017-06-01,01117
AL,Shelby,1025,916,617,75,0,368,288,3289,2017-03-01,01117
AL,SHELBY,942,777,546,53,0,318,212,2848,2016-12-01,01117
AL,SHELBY,940,773,549,53,0,322,232,2869,2016-09-01,01117
AL,SHELBY,923,787,546,52,0,320,225,2853,2016-06-01,01117
AL,SHELBY,923,775,550,55,0,317,235,2855,2016-03-01,01117
AL,SHELBY,915,762,549,48,0,322,229,2825,2015-12-01,01117
AL,SHELBY,900,784,548,47,0,320,230,2829,2015-09-01,01117
AL,SHELBY,895,793,556,45,0,321,228,2838,2015-06-01,01117
AL,SHELBY,895,795,551,45,0,318,233,2837,2015-03-01,01117
AL,Sumter,317,489,119,14,0,66,79,1084,2018-12-01,01119
AL,Sumter,308,495,113,14,0,64,79,1073,2018-09-01,01119
AL,Sumter,314,499,115,14,0,61,85,1088,2018-06-01,01119
AL,Sumter,318,506,114,14,0,61,71,1084,2018-03-01,01119
AL,Sumter,320,506,120,12,0,58,69,1085,2017-12-01,01119
AL,Sumter,313,503,117,12,0,57,75,1077,2017-09-01,01119
AL,Sumter,315,499,115,14,0,55,81,1079,2017-06-01,01119
AL,Sumter,305,503,116,13,0,60,69,1066,2017-03-01,01119
AL,SUMTER,301,470,120,,0,56,81,1028,2016-12-01,01119
AL,SUMTER,305,459,118,11,0,54,86,1033,2016-09-01,01119
AL,SUMTER,306,465,120,,0,53,79,1023,2016-06-01,01119
AL,SUMTER,311,468,116,,0,49,78,1022,2016-03-01,01119
AL,SUMTER,304,476,116,,0,46,79,1021,2015-12-01,01119
AL,SUMTER,304,477,114,,0,47,79,1021,2015-09-01,01119
AL,SUMTER,298,479,116,,0,47,80,1020,2015-06-01,01119
AL,SUMTER,295,496,113,,0,42,74,1020,2015-03-01,01119
AL,Talladega,1621,1460,938,79,0,512,312,4922,2018-12-01,01121
AL,Talladega,1595,1461,928,80,0,496,302,4862,2018-09-01,01121
AL,Talladega,1595,1474,921,76,0,498,308,4872,2018-06-01,01121
AL,Talladega,1590,1494,923,78,0,503,291,4879,2018-03-01,01121
AL,Talladega,1584,1499,926,79,0,502,312,4902,2017-12-01,01121
AL,Talladega,1575,1512,937,77,0,491,325,4917,2017-09-01,01121
AL,Talladega,1577,1526,926,80,0,484,321,4914,2017-06-01,01121
AL,Talladega,1576,1554,936,78,0,482,305,4931,2017-03-01,01121
AL,TALLADEGA,1571,1574,944,75,0,487,331,4982,2016-12-01,01121
AL,TALLADEGA,1575,1580,946,77,0,490,350,5018,2016-09-01,01121
AL,TALLADEGA,1541,1606,953,74,0,484,324,4982,2016-06-01,01121
AL,TALLADEGA,1538,1637,939,76,0,491,309,4990,2016-03-01,01121
AL,TALLADEGA,1558,1643,947,72,0,491,303,5014,2015-12-01,01121
AL,TALLADEGA,1563,1681,947,69,0,468,294,5022,2015-09-01,01121
AL,TALLADEGA,1572,1686,947,70,0,481,298,5054,2015-06-01,01121
AL,TALLADEGA,1557,1681,945,68,0,474,295,5020,2015-03-01,01121
AL,Tallapoosa,808,742,545,57,0,275,174,2601,2018-12-01,01123
AL,Tallapoosa,811,739,539,57,0,274,170,2590,2018-09-01,01123
AL,Tallapoosa,810,738,527,55,0,276,166,2572,2018-06-01,01123
AL,Tallapoosa,804,752,524,53,0,271,155,2559,2018-03-01,01123
AL,Tallapoosa,793,743,527,50,0,261,164,2538,2017-12-01,01123
AL,Tallapoosa,781,742,517,50,0,251,167,2508,2017-09-01,01123
AL,Tallapoosa,777,736,517,46,0,254,174,2504,2017-06-01,01123
AL,Tallapoosa,784,733,514,50,0,260,165,2506,2017-03-01,01123
AL,TALLAPOOSA,785,826,482,61,0,239,211,2604,2016-12-01,01123
AL,TALLAPOOSA,784,836,479,63,0,244,204,2610,2016-09-01,01123
AL,TALLAPOOSA,790,841,480,68,0,245,203,2627,2016-06-01,01123
AL,TALLAPOOSA,783,858,480,73,0,249,193,2636,2016-03-01,01123
AL,TALLAPOOSA,763,852,475,77,0,245,197,2609,2015-12-01,01123
AL,TALLAPOOSA,751,856,474,74,0,253,203,2611,2015-09-01,01123
AL,TALLAPOOSA,752,866,463,77,0,250,192,2600,2015-06-01,01123
AL,TALLAPOOSA,741,857,464,76,0,245,182,2565,2015-03-01,01123
AL,Tuscaloosa,2095,2586,1099,165,0,607,504,7056,2018-12-01,01125
AL,Tuscaloosa,2060,2608,1077,168,0,600,512,7025,2018-09-01,01125
AL,Tuscaloosa,2106,2596,1083,165,0,597,521,7068,2018-06-01,01125
AL,Tuscaloosa,2131,2642,1106,163,0,565,482,7089,2018-03-01,01125
AL,Tuscaloosa,2130,2632,1072,169,0,572,491,7066,2017-12-01,01125
AL,Tuscaloosa,2090,2646,1055,164,0,567,506,7028,2017-09-01,01125
AL,Tuscaloosa,2085,2632,1034,159,0,572,504,6986,2017-06-01,01125
AL,Tuscaloosa,2028,2667,1054,156,0,563,498,6966,2017-03-01,01125
